0.352,0.272,0.002,0.000,0.032,0.033,0.000,2.271
0.427,0.387,0.001,0.000,0.000,0.000,0.000,1.342
0.480,0.421,0.001,0.000,0.000,0.000,0.000,0.988
0.449,0.406,0.001,0.000,0.000,0.001,0.000,2.604
0.441,0.402,0.001,0.000,0.000,0.000,0.000,1.394
0.464,0.353,0.001,0.000,0.000,0.000,0.000,4.510
0.410,0.291,0.002,0.000,0.039,0.043,0.153,0.011
0.476,0.423,0.001,0.000,0.000,0.000,0.163,0.013
0.490,0.453,0.001,0.000,0.018,0.042,0.000,0.011
