12.492,6.369,0.023,1.000,0.186,0.561,1.000,7.097
9.225,4.931,0.012,1.000,0.000,1.000,1.000,36.465
8.574,4.874,0.011,1.000,0.000,1.000,1.000,34.749
8.879,4.820,0.012,1.000,0.001,0.996,1.000,26.438
8.772,4.759,0.012,1.000,0.000,0.998,1.000,10.423
8.948,4.735,0.012,1.000,0.000,0.999,1.000,53.537
13.351,6.838,0.025,1.000,0.202,0.553,0.300,0.151
8.612,4.882,0.011,1.000,0.000,1.000,0.600,0.148
9.913,5.572,0.016,1.000,0.104,0.693,0.000,0.269
